"ledger_id","entity_type","entity_id","original_classification","canonical_disposition","source_presence","policy_or_decision","approval_status","active_in_preview","stable_identifier_preserved","provenance_preserved","recommended_action","evidence","remaining_decision"
"CDL-0220","media_asset","images/observations/2026/2026-07-18-49d5db03-6fae-49ec-8012-a8dbe6aaf409/garden-8a1f6425-3a11-45c2-b84c-a020e1f9d155-2.jpg","KEEP","KEEP","repository media library; candidates=2026-07-18-49d5db03-6fae-49ec-8012-a8dbe6aaf409","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-18-49d5db03-6fae-49ec-8012-a8dbe6aaf409; unique-by-sha256",""
"CDL-0221","media_asset","images/observations/2026/2026-07-18-49d5db03-6fae-49ec-8012-a8dbe6aaf409/garden-a75539ba-4b39-4ab1-8028-bb58085a90fe-1.jpg","KEEP","KEEP","repository media library; candidates=2026-07-18-49d5db03-6fae-49ec-8012-a8dbe6aaf409","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-18-49d5db03-6fae-49ec-8012-a8dbe6aaf409; unique-by-sha256",""
"CDL-0222","media_asset","images/observations/2026/2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b/garden-03b40b5f-c7dc-4f43-a3bd-ab3e6f049d1f-5.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b; DUP-023 (2 byte-identical files; sha256 cae8ca133625)",""
"CDL-0223","media_asset","images/observations/2026/2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b/garden-1b202bae-e979-4f21-9af6-c8cd6b08fdce-3.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b; DUP-024 (2 byte-identical files; sha256 09e8e976c966)",""
"CDL-0224","media_asset","images/observations/2026/2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b/garden-72c85f08-fd4b-46ac-8599-8ab7d5f1622c-4.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b; DUP-025 (3 byte-identical files; sha256 80261684a4c4)",""
"CDL-0225","media_asset","images/observations/2026/2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b/garden-8bc97d8d-7753-4447-b330-88fd2f686d1a-6.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b; DUP-026 (2 byte-identical files; sha256 05a6f3f0e28e)",""
"CDL-0226","media_asset","images/observations/2026/2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b/garden-c5e16255-5952-4846-94bb-1fcb70212b09-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b; DUP-027 (2 byte-identical files; sha256 9643043b8bbb)",""
"CDL-0227","media_asset","images/observations/2026/2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b/garden-cb42baa5-06d0-4398-8ccf-84e9bb67c579-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-5c162e1c-5a0c-4056-be3e-75df42674e2b; DUP-028 (2 byte-identical files; sha256 ceb6361753db)",""
"CDL-0228","media_asset","images/observations/2026/2026-07-18-631b3667-2ef8-4386-9f10-8dc044e1d8bc/garden-b432119b-538e-4700-98f2-e7f223a57da2-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-631b3667-2ef8-4386-9f10-8dc044e1d8bc","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-631b3667-2ef8-4386-9f10-8dc044e1d8bc; unique-by-sha256",""
"CDL-0229","media_asset","images/observations/2026/2026-07-18-7616b09d-9e28-46f7-85cf-e4f4c29deb2c/garden-14cfb3d6-4aa9-4f15-9b1a-47277c85ef72-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-7616b09d-9e28-46f7-85cf-e4f4c29deb2c","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-7616b09d-9e28-46f7-85cf-e4f4c29deb2c; DUP-029 (2 byte-identical files; sha256 a10dc5867f5b)",""
"CDL-0230","media_asset","images/observations/2026/2026-07-18-9374b309-68c5-4729-a702-81b2309d8038/garden-43c79bbc-88de-4eac-bcf7-b1379f610725-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-9374b309-68c5-4729-a702-81b2309d8038","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-9374b309-68c5-4729-a702-81b2309d8038; unique-by-sha256",""
"CDL-0231","media_asset","images/observations/2026/2026-07-18-9374b309-68c5-4729-a702-81b2309d8038/garden-86d43e79-bd0c-464b-895d-21b23904e94a-3.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-9374b309-68c5-4729-a702-81b2309d8038","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-9374b309-68c5-4729-a702-81b2309d8038; unique-by-sha256",""
"CDL-0232","media_asset","images/observations/2026/2026-07-18-9374b309-68c5-4729-a702-81b2309d8038/garden-efa89670-abf5-4f6a-a97b-6b50e83e3a73-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-9374b309-68c5-4729-a702-81b2309d8038","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-9374b309-68c5-4729-a702-81b2309d8038; unique-by-sha256",""
"CDL-0233","media_asset","images/observations/2026/2026-07-18-ba83f3eb-aa68-4f4e-931b-2243be1f8cf2/garden-055736c2-aedc-445b-a9cb-10ccb108013e-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-ba83f3eb-aa68-4f4e-931b-2243be1f8cf2","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-ba83f3eb-aa68-4f4e-931b-2243be1f8cf2; unique-by-sha256",""
"CDL-0234","media_asset","images/observations/2026/2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50/garden-4a9bf440-dd5a-4b38-9a2e-93edc0263fc5-4.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50; unique-by-sha256",""
"CDL-0235","media_asset","images/observations/2026/2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50/garden-786d6c24-e55b-42f2-b105-26efbe74d092-2.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50; unique-by-sha256",""
"CDL-0236","media_asset","images/observations/2026/2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50/garden-ba86b43a-5d30-40a6-8c6f-a9717f6a2a9f-3.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50; unique-by-sha256",""
"CDL-0237","media_asset","images/observations/2026/2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50/garden-ea94d7b8-da2f-4c61-81e1-8bb4d1fdc067-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-ce732b0c-f86d-4ffb-a1f8-20de09984b50; unique-by-sha256",""
"CDL-0238","media_asset","images/observations/2026/2026-07-18-d5835b2f-070f-4f03-916a-9108fc4d5bdb/garden-8399233b-c646-4f08-8104-3b005559d56f-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-d5835b2f-070f-4f03-916a-9108fc4d5bdb","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-d5835b2f-070f-4f03-916a-9108fc4d5bdb; unique-by-sha256",""
"CDL-0239","media_asset","images/observations/2026/2026-07-18-db065ce5-2e37-4ed2-91b2-e7c859b4a344/garden-0dbdca35-252d-42cb-812b-0f14e0072db4-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-18-db065ce5-2e37-4ed2-91b2-e7c859b4a344","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-18-db065ce5-2e37-4ed2-91b2-e7c859b4a344; unique-by-sha256",""
"CDL-0240","media_asset","images/observations/2026/2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f/garden-289ac0c1-14f2-4e29-87fc-5723f6a04453-1.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f; DUP-025 (3 byte-identical files; sha256 80261684a4c4)",""
"CDL-0241","media_asset","images/observations/2026/2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f/garden-43ef4daa-29fb-407b-a7a8-65a12578dd30-2.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f; DUP-024 (2 byte-identical files; sha256 09e8e976c966)",""
"CDL-0242","media_asset","images/observations/2026/2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f/garden-57d8f292-0003-43be-8538-a0ffd5477d4d-4.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f; DUP-023 (2 byte-identical files; sha256 cae8ca133625)",""
"CDL-0243","media_asset","images/observations/2026/2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f/garden-590df886-7e26-4e19-8a14-b86ded976781-3.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f; DUP-026 (2 byte-identical files; sha256 05a6f3f0e28e)",""
"CDL-0244","media_asset","images/observations/2026/2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f/garden-74711e32-ecbc-4291-8c99-861906d3aef7-6.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f; DUP-028 (2 byte-identical files; sha256 ceb6361753db)",""
"CDL-0245","media_asset","images/observations/2026/2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f/garden-f1a8ee1e-d963-4d34-af82-41fe970656d6-5.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-088c03bb-8d21-4d7d-8421-aea34746281f; DUP-027 (2 byte-identical files; sha256 9643043b8bbb)",""
"CDL-0246","media_asset","images/observations/2026/2026-07-19-363e08d7-ad24-4d25-a74f-c409ff84c813/garden-ff4ff8b5-8f72-4b3c-b353-6491a29f1e09-1.jpg","RESTORE","RESTORE","repository media library; candidates=2026-07-19-363e08d7-ad24-4d25-a74f-c409ff84c813","POL-02","policy approval pending","yes","yes","yes","Retain in place and restore/link only with its reconciled historical observation; do not rename.","observation tree year=2026; folder=2026-07-19-363e08d7-ad24-4d25-a74f-c409ff84c813; DUP-030 (2 byte-identical files; sha256 d6d9e7da614a)",""
"CDL-0247","media_asset","images/observations/2026/2026-07-19-dc4cd81a-e75d-42e7-9a2d-c573d043d7be/garden-d0705172-e196-4cc1-9fd3-72974fd9d909-1.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-dc4cd81a-e75d-42e7-9a2d-c573d043d7be","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-dc4cd81a-e75d-42e7-9a2d-c573d043d7be; DUP-031 (2 byte-identical files; sha256 7b226be73085)",""
"CDL-0248","media_asset","images/observations/2026/2026-07-19-dc4cd81a-e75d-42e7-9a2d-c573d043d7be/garden-fbb1807c-75a6-499c-b4b4-878ba1aaed94-2.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-dc4cd81a-e75d-42e7-9a2d-c573d043d7be","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-dc4cd81a-e75d-42e7-9a2d-c573d043d7be; unique-by-sha256",""
"CDL-0249","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-468ac5c9-6468-47d4-803f-a688476b1d29-7.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; unique-by-sha256",""
"CDL-0250","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-8038b152-85c2-4b00-8486-e5d9246381f7-4.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; unique-by-sha256",""
"CDL-0251","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-9fcccdea-6c94-409a-bb18-86518abd1290-5.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; unique-by-sha256",""
"CDL-0252","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-b093dfc3-a8c3-40da-bb40-a162b37a2252-1.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; DUP-032 (2 byte-identical files; sha256 1d12ee0bd1ca)",""
"CDL-0253","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-e4a73572-9f0a-4e12-9b7f-741aa04ae98e-6.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; unique-by-sha256",""
"CDL-0254","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-e8dd37bb-a367-47f9-9b12-6bf6ea79d9ff-3.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; unique-by-sha256",""
"CDL-0255","media_asset","images/observations/2026/2026-07-19-f5551322-1c76-4182-84b7-1a346f943025/garden-eb1482dc-ceb9-4a59-bef5-91e1b68da883-2.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-f5551322-1c76-4182-84b7-1a346f943025; unique-by-sha256",""
"CDL-0256","media_asset","images/observations/2026/2026-07-19-ff30eb41-7e12-4171-9ed6-fabe04c8dde5/garden-c588a913-3533-45c8-889e-86a7a565c89e-1.jpg","KEEP","KEEP","repository media library; candidates=2026-07-19-ff30eb41-7e12-4171-9ed6-fabe04c8dde5","existing media integrity rule","no destructive action proposed","yes","yes","yes","Retain in place; validate path and observation linkage.","observation tree year=2026; folder=2026-07-19-ff30eb41-7e12-4171-9ed6-fabe04c8dde5; DUP-030 (2 byte-identical files; sha256 d6d9e7da614a)",""
"CDL-0257","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-030f38a9-2cd3-4bc5-826f-5a136551235a-2.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0258","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-34dd2e94-42ea-4149-837d-7e6d5f7da2cf-7.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0259","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-7177b3e8-319a-4f8d-83b3-30574a66182b-4.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0260","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-8b22976d-7879-4f9b-94b9-996aa7a2d549-5.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0261","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-96b77f38-ab4b-4ba9-9190-622b7fe950f2-1.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0262","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-aa9c629a-3220-4b8c-8277-6543c3653a2b-3.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0263","media_asset","images/observations/2026/2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4/garden-f2bf660f-8bcf-4b8e-aa07-4d53382f75c7-6.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-92011266-0d78-4c03-8986-7ed9e090e4b4; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0264","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-01a31ae1-49b4-41a3-9e27-7b8e1df78576-6.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0265","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-481a95eb-952c-415b-a9cc-b63d29f4a0f9-7.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0266","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-6bf464d5-e8ad-4106-b824-f748e05743ac-4.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0267","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-71490035-e770-43de-b78a-b122baaa68df-9.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0268","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-bb2d2a92-503b-4fff-927e-e1ef2b4561aa-1.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0269","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-befa0525-a58f-48ba-8b68-29611888254a-5.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0270","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-c0e70664-add5-4c97-ac8d-fbf5a4216701-3.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0271","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-d3356a09-0d2f-4205-ba71-713788f1cc2c-8.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
"CDL-0272","media_asset","images/observations/2026/2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074/garden-d9994408-98e9-47b7-8972-8190b2547863-10.jpg","QUARANTINE","QUARANTINE","historical reference; candidates=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074","POL-05","policy approval pending","no","yes","yes","Do not write a record using this path; locate the missing asset or document an approved unavailable-media state.","observation tree year=2026; folder=2026-07-21-de8aefa5-743d-49e0-b9fe-d08ed0bca074; unique-by-sha256","Recover original or approve unavailable-media state."
